,component,composite,composite_start,composite_end,component_fam,composite_fam,no_overlap_score,ch_composite,ch_component
0,sp|Q8NHM5|KDM2B_HUMAN,sp|Q9Y2K7|KDM2A_HUMAN,19,687,F611,F605,1.00,11,12
3465,sp|Q96N95|ZN396_HUMAN,sp|O60304|ZN500_HUMAN,22,130,F342,F2043,1.00,16,18
3466,sp|Q7Z7L9|ZSCA2_HUMAN,sp|O60304|ZN500_HUMAN,290,461,F1995,F2043,1.00,16,15
3467,sp|Q6ZRF7|ZN818_HUMAN,sp|O60304|ZN500_HUMAN,330,378,F2059,F2043,1.00,16,-1
3468,sp|Q13118|KLF10_HUMAN,sp|O60304|ZN500_HUMAN,384,469,F2760,F2043,1.00,16,8
3469,sp|Q9GZW5|SCND2_HUMAN,sp|Q96LW9|ZSC31_HUMAN,4,127,F3559,F341,1.00,6,-1
3470,sp|Q6R2W3|SCND3_HUMAN,sp|Q96LW9|ZSC31_HUMAN,5,177,F1929,F341,1.00,6,6
3471,sp|Q96JS3|PGBD1_HUMAN,sp|Q96LW9|ZSC31_HUMAN,12,167,F1870,F341,1.00,6,6
3472,sp|Q9NWS9|ZN446_HUMAN,sp|Q96LW9|ZSC31_HUMAN,19,120,F2154,F341,1.00,6,19
3473,sp|P57086|SCND1_HUMAN,sp|Q96LW9|ZSC31_HUMAN,34,97,F3560,F341,1.00,6,20
3474,sp|Q96IT1|ZN496_HUMAN,sp|Q96LW9|ZSC31_HUMAN,36,142,F2065,F341,1.00,6,1
3475,sp|Q8TBC5|ZSC18_HUMAN,sp|Q96LW9|ZSC31_HUMAN,36,125,F2082,F341,1.00,6,19
3476,sp|Q9NR11|ZN302_HUMAN,sp|Q96LW9|ZSC31_HUMAN,190,405,F2052,F341,1.00,6,19
3477,sp|Q03468|ERCC6_HUMAN,sp|P0DP91|ERPG3_HUMAN,1,465,F772,F373,1.00,10,10
3478,sp|Q8N328|PGBD3_HUMAN,sp|P0DP91|ERPG3_HUMAN,469,1061,F375,F373,1.00,10,-1
3479,sp|A5YM69|ARG35_HUMAN,sp|Q12774|ARHG5_HUMAN,1,478,F4818,F1184,1.00,7,7
3480,sp|Q8IW93|ARHGJ_HUMAN,sp|Q12774|ARHG5_HUMAN,1084,1594,F1185,F1184,1.00,7,1
3481,sp|Q5R372|RBG1L_HUMAN,sp|Q9Y3P9|RBGP1_HUMAN,1,839,F2263,F1315,1.00,9,1
3482,sp|B7ZAP0|RBG10_HUMAN,sp|Q9Y3P9|RBGP1_HUMAN,839,1064,F4463,F1315,1.00,9,1
3483,sp|P22897|MRC1_HUMAN,sp|P14780|MMP9_HUMAN,262,332,F383,F2275,1.00,20,10
3484,sp|Q9UBV2|SE1L1_HUMAN,sp|P14780|MMP9_HUMAN,336,391,F4354,F2275,1.00,20,14
3485,sp|Q8N8J0|PI4P1_HUMAN,sp|P42356|PI4KA_HUMAN,1258,1438,F4459,F3946,1.00,22,-1
3486,sp|A4QPH2|PI4P2_HUMAN,sp|P42356|PI4KA_HUMAN,1707,2102,F4167,F3946,1.00,22,-1
3487,sp|Q658K8|EF1DL_HUMAN,sp|P29692|EF1D_HUMAN,1,92,F4375,F5051,1.00,8,-1
3488,sp|P24534|EF1B_HUMAN,sp|P29692|EF1D_HUMAN,159,281,F5015,F5051,1.00,8,2
3489,sp|Q9UQ26|RIMS2_HUMAN,sp|Q86UR5|RIMS1_HUMAN,21,1017,F3528,F396,1.00,6,8
3490,sp|Q9UJD0|RIMS3_HUMAN,sp|Q86UR5|RIMS1_HUMAN,1393,1689,F3621,F396,1.00,6,1
3491,sp|Q13018|PLA2R_HUMAN,sp|P02751|FINC_HUMAN,349,403,F1450,F904,1.00,2,2
3492,sp|Q9UBG0|MRC2_HUMAN,sp|P02751|FINC_HUMAN,350,401,F1451,F904,1.00,2,17
3493,sp|Q9UBV2|SE1L1_HUMAN,sp|P02751|FINC_HUMAN,413,461,F4354,F904,1.00,2,14
3494,sp|P46783|RS10_HUMAN,sp|Q15149|PLEC_HUMAN,5,101,F4727,F1034,1.00,8,6
3495,sp|Q9NQ39|RS10L_HUMAN,sp|Q15149|PLEC_HUMAN,5,98,F4727,F1034,1.00,8,-1
3496,sp|P15924|DESP_HUMAN,sp|Q15149|PLEC_HUMAN,3777,4620,F339,F1034,1.00,8,6
3497,sp|B2RXF5|ZBT42_HUMAN,sp|Q9H5J0|ZBTB3_HUMAN,51,172,F1791,F1800,1.00,11,14
3498,sp|Q9HAZ2|PRD16_HUMAN,sp|Q9H5J0|ZBTB3_HUMAN,473,526,F1455,F1800,1.00,11,1
3499,sp|Q03112|MECOM_HUMAN,sp|Q9H5J0|ZBTB3_HUMAN,473,526,F1455,F1800,1.00,11,3
3500,sp|Q6ZRF7|ZN818_HUMAN,sp|Q9UL36|ZN236_HUMAN,202,250,F2059,F1941,1.00,18,-1
3501,sp|Q13887|KLF5_HUMAN,sp|Q9UL36|ZN236_HUMAN,959,1045,F3372,F1941,1.00,18,13
3502,sp|A6NJL1|ZSA5B_HUMAN,sp|Q9UL36|ZN236_HUMAN,1169,1273,F1953,F1941,1.00,18,19
3503,sp|Q7LFL8|CXXC5_HUMAN,sp|Q8NFU7|TET1_HUMAN,585,635,F3800,F2858,1.00,10,5
3504,sp|Q9H2H0|CXXC4_HUMAN,sp|Q8NFU7|TET1_HUMAN,585,631,F3801,F2858,1.00,10,-1
3505,sp|Q6N021|TET2_HUMAN,sp|Q8NFU7|TET1_HUMAN,1299,1774,F3799,F2858,1.00,10,4
3506,sp|P50479|PDLI4_HUMAN,sp|Q96HC4|PDLI5_HUMAN,4,83,F3531,F3525,1.00,4,5
3507,sp|Q53GG5|PDLI3_HUMAN,sp|Q96HC4|PDLI5_HUMAN,5,84,F3526,F3525,1.00,4,4
3508,sp|O75112|LDB3_HUMAN,sp|Q96HC4|PDLI5_HUMAN,388,596,F3057,F3525,1.00,4,10
3509,sp|Q9UNE2|RPH3L_HUMAN,sp|Q9Y2J0|RP3A_HUMAN,1,185,F3617,F3612,1.00,12,17
3510,sp|Q14184|DOC2B_HUMAN,sp|Q9Y2J0|RP3A_HUMAN,340,688,F1549,F3612,1.00,12,17
3511,sp|Q14183|DOC2A_HUMAN,sp|Q9Y2J0|RP3A_HUMAN,377,688,F1549,F3612,1.00,12,16
3512,sp|O94851|MICA2_HUMAN,sp|Q7RTP6|MICA3_HUMAN,1,736,F2189,F77,1.00,22,11
3513,sp|Q8N3F8|MILK1_HUMAN,sp|Q7RTP6|MICA3_HUMAN,524,623,F3204,F77,1.00,22,22
3514,sp|Q9UHB6|LIMA1_HUMAN,sp|Q7RTP6|MICA3_HUMAN,762,818,F3940,F77,1.00,22,12
3515,sp|Q6ZW33|MICLK_HUMAN,sp|Q7RTP6|MICA3_HUMAN,1830,2000,F4470,F77,1.00,22,-1
3516,sp|Q9BZL6|KPCD2_HUMAN,sp|Q02156|KPCE_HUMAN,242,293,F623,F228,1.00,2,19
3517,sp|Q16513|PKN2_HUMAN,sp|Q02156|KPCE_HUMAN,396,733,F632,F228,1.00,2,1
3518,sp|Q96BD5|PF21A_HUMAN,sp|Q12830|BPTF_HUMAN,389,434,F1277,F773,1.00,17,11
3519,sp|Q9UPP1|PHF8_HUMAN,sp|Q12830|BPTF_HUMAN,2868,2916,F1419,F773,1.00,17,x
3520,sp|Q6ZMT4|KDM7A_HUMAN,sp|Q12830|BPTF_HUMAN,2868,2915,F1731,F773,1.00,17,7
3521,sp|Q92830|KAT2A_HUMAN,sp|Q12830|BPTF_HUMAN,2933,3029,F1263,F773,1.00,17,17
3522,sp|Q9BXX2|AN30B_HUMAN,sp|Q9BXX3|AN30A_HUMAN,1,958,F964,F1120,1.00,10,18
3523,sp|A7E2S9|A30BL_HUMAN,sp|Q9BXX3|AN30A_HUMAN,1,305,F1126,F1120,1.00,10,2
3524,sp|A0PJZ0|A20A5_HUMAN,sp|Q9BXX3|AN30A_HUMAN,28,170,F717,F1120,1.00,10,-1
3525,sp|Q96IX9|A26L1_HUMAN,sp|Q9BXX3|AN30A_HUMAN,1089,1191,F2758,F1120,1.00,10,-1
3526,sp|Q13588|GRAP_HUMAN,sp|O75791|GRAP2_HUMAN,1,147,F1226,F1367,1.00,22,17
3527,sp|P62993|GRB2_HUMAN,sp|O75791|GRAP2_HUMAN,1,147,F1226,F1367,1.00,22,17
3528,sp|Q92783|STAM1_HUMAN,sp|O75791|GRAP2_HUMAN,274,326,F2487,F1367,1.00,22,10
3529,sp|O75886|STAM2_HUMAN,sp|O75791|GRAP2_HUMAN,266,326,F2487,F1367,1.00,22,2
3530,sp|Q6ZMS7|ZN783_HUMAN,sp|Q6IV72|ZN425_HUMAN,2,77,F3223,F1980,1.00,7,7
3531,sp|O60290|ZN862_HUMAN,sp|Q6IV72|ZN425_HUMAN,9,63,F3226,F1980,1.00,7,7
3532,sp|Q7Z2F6|ZN720_HUMAN,sp|Q6IV72|ZN425_HUMAN,9,63,F3231,F1980,1.00,7,16
3533,sp|Q8NDX6|ZN740_HUMAN,sp|Q6IV72|ZN425_HUMAN,608,671,F3476,F1980,1.00,7,12
3534,sp|P43694|GATA4_HUMAN,sp|Q9UHF7|TRPS1_HUMAN,874,954,F4887,F2080,1.00,8,8
3535,sp|Q92908|GATA6_HUMAN,sp|Q9UHF7|TRPS1_HUMAN,893,954,F4888,F2080,1.00,8,18
3536,sp|Q13422|IKZF1_HUMAN,sp|Q9UHF7|TRPS1_HUMAN,1216,1268,F1962,F2080,1.00,8,7
3537,sp|Q9UKS7|IKZF2_HUMAN,sp|Q9UHF7|TRPS1_HUMAN,1216,1267,F1962,F2080,1.00,8,2
3538,sp|Q9HBT8|Z286A_HUMAN,sp|A0A2Z4LIS9|FXO3B_HUMAN,1,46,F345,F2899,1.00,17,17
3539,sp|P0CG31|Z286B_HUMAN,sp|A0A2Z4LIS9|FXO3B_HUMAN,1,72,F345,F2899,1.00,17,-1
3540,sp|O43524|FOXO3_HUMAN,sp|A0A2Z4LIS9|FXO3B_HUMAN,86,290,F4000,F2899,1.00,17,6
3541,sp|O75190|DNJB6_HUMAN,sp|Q96KC8|DNJC1_HUMAN,64,133,F4795,F3602,1.00,10,7
3542,sp|Q8NHS0|DNJB8_HUMAN,sp|Q96KC8|DNJC1_HUMAN,65,137,F3551,F3602,1.00,10,3
3543,sp|Q9Y2G8|DJC16_HUMAN,sp|Q96KC8|DNJC1_HUMAN,67,126,F4498,F3602,1.00,10,1
3544,sp|Q99543|DNJC2_HUMAN,sp|Q96KC8|DNJC1_HUMAN,496,552,F2462,F3602,1.00,10,7
3545,sp|Q15843|NEDD8_HUMAN,sp|P0CG48|UBC_HUMAN,1,76,F4180,F4182,1.00,12,14
3546,sp|P62979|RS27A_HUMAN,sp|P0CG48|UBC_HUMAN,1,78,F4183,F4182,1.00,12,2
3547,sp|P0CG47|UBB_HUMAN,sp|P0CG48|UBC_HUMAN,457,685,F4181,F4182,1.00,12,17
3548,sp|P35247|SFTPD_HUMAN,sp|P20908|CO5A1_HUMAN,603,790,F821,F809,1.00,9,10
3549,sp|Q9UMD9|COHA1_HUMAN,sp|P20908|CO5A1_HUMAN,1321,1571,F822,F809,1.00,9,10
3550,sp|Q6NUI1|C144L_HUMAN,sp|Q3MJ40|C144B_HUMAN,1,138,F2759,F1572,1.00,-1,17
3551,sp|Q6S8J7|POTEA_HUMAN,sp|Q3MJ40|C144B_HUMAN,500,674,F696,F1572,1.00,-1,-1
3552,sp|Q96PY6|NEK1_HUMAN,sp|P51957|NEK4_HUMAN,3,269,F262,F206,1.00,3,4
3553,sp|E7EU14|PP5D1_HUMAN,sp|P51957|NEK4_HUMAN,451,500,F2654,F206,1.00,3,19
3554,sp|Q14568|HS902_HUMAN,sp|Q58FG1|HS904_HUMAN,2,111,F4215,F4222,1.00,-1,-1
3555,sp|Q58FF6|H90B4_HUMAN,sp|Q58FG1|HS904_HUMAN,2,111,F4364,F4222,1.00,-1,-1
3556,sp|Q58FG0|HS905_HUMAN,sp|Q58FG1|HS904_HUMAN,112,265,F2831,F4222,1.00,-1,-1
3557,sp|P49792|RBP2_HUMAN,sp|O14715|RGPD8_HUMAN,1,900,F2825,F2236,1.00,2,2
3558,sp|Q8IWJ2|GCC2_HUMAN,sp|O14715|RGPD8_HUMAN,1621,1765,F967,F2236,1.00,2,2
3559,sp|P49792|RBP2_HUMAN,sp|A6NKT7|RGPD3_HUMAN,1,901,F2825,F2236,1.00,2,2
3560,sp|Q8IWJ2|GCC2_HUMAN,sp|A6NKT7|RGPD3_HUMAN,1622,1758,F967,F2236,1.00,2,2
3561,sp|A0A0A0MT76|LJ01_HUMAN,sp|B9A064|IGLL5_HUMAN,69,108,F4968,F3278,1.00,22,22
3562,sp|P0CF74|IGLC6_HUMAN,sp|B9A064|IGLL5_HUMAN,109,214,F3279,F3278,1.00,22,-1
3563,sp|P0CG04|IGLC1_HUMAN,sp|B9A064|IGLL5_HUMAN,109,214,F3279,F3278,1.00,22,-1
3564,sp|P0DOY3|IGLC3_HUMAN,sp|B9A064|IGLL5_HUMAN,109,214,F3279,F3278,1.00,22,22
3565,sp|P0DOY2|IGLC2_HUMAN,sp|B9A064|IGLL5_HUMAN,109,214,F3279,F3278,1.00,22,22
3566,sp|A0M8Q6|IGLC7_HUMAN,sp|B9A064|IGLL5_HUMAN,109,214,F3279,F3278,1.00,22,-1
3567,sp|Q14568|HS902_HUMAN,sp|P07900|HS90A_HUMAN,1,344,F4215,F4220,1.00,14,-1
3568,sp|Q58FG0|HS905_HUMAN,sp|P07900|HS90A_HUMAN,192,336,F2831,F4220,1.00,14,-1
3569,sp|Q58FG1|HS904_HUMAN,sp|P07900|HS90A_HUMAN,497,730,F4222,F4220,1.00,14,-1
3570,sp|Q58FG1|HS904_HUMAN,sp|Q14568|HS902_HUMAN,62,171,F4222,F4215,1.00,-1,-1
3571,sp|Q58FG0|HS905_HUMAN,sp|Q14568|HS902_HUMAN,192,335,F2831,F4215,1.00,-1,-1
3572,sp|Q8TD94|KLF14_HUMAN,sp|Q5T619|ZN648_HUMAN,275,355,F3490,F1952,1.00,1,7
3573,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q5T619|ZN648_HUMAN,390,502,F2028,F1952,1.00,1,8
3574,sp|Q6R2W3|SCND3_HUMAN,sp|P59923|ZN445_HUMAN,9,138,F1929,F2060,1.00,3,6
3575,sp|Q96N95|ZN396_HUMAN,sp|P59923|ZN445_HUMAN,14,139,F342,F2060,1.00,3,18
3576,sp|P57086|SCND1_HUMAN,sp|P59923|ZN445_HUMAN,47,112,F3560,F2060,1.00,3,20
3577,sp|Q9H4T2|ZSC16_HUMAN,sp|P59923|ZN445_HUMAN,51,153,F341,F2060,1.00,3,6
3578,sp|Q9GZU2|PEG3_HUMAN,sp|P59923|ZN445_HUMAN,52,131,F1683,F2060,1.00,3,19
3579,sp|Q8N0Y2|ZN444_HUMAN,sp|P59923|ZN445_HUMAN,58,165,F2124,F2060,1.00,3,19
3580,sp|P0C7X2|ZN688_HUMAN,sp|P59923|ZN445_HUMAN,233,287,F2111,F2060,1.00,3,16
3581,sp|Q7Z2F6|ZN720_HUMAN,sp|P59923|ZN445_HUMAN,234,300,F3231,F2060,1.00,3,16
3582,sp|Q6ZT77|ZN826_HUMAN,sp|P59923|ZN445_HUMAN,755,816,F2062,F2060,1.00,3,-1
3583,sp|Q9H560|ANR19_HUMAN,sp|A2A2Z9|AN18B_HUMAN,1,264,F713,F1119,1.00,9,-1
3584,sp|A0PJZ0|A20A5_HUMAN,sp|A2A2Z9|AN18B_HUMAN,3,165,F717,F1119,1.00,9,-1
3585,sp|Q4UJ75|A20A4_HUMAN,sp|A2A2Z9|AN18B_HUMAN,3,261,F720,F1119,1.00,9,9
3586,sp|Q5TYW2|A20A1_HUMAN,sp|A2A2Z9|AN18B_HUMAN,3,261,F720,F1119,1.00,9,9
3587,sp|Q5VUR7|A20A3_HUMAN,sp|A2A2Z9|AN18B_HUMAN,3,261,F720,F1119,1.00,9,9
3588,sp|Q5SQ80|A20A2_HUMAN,sp|A2A2Z9|AN18B_HUMAN,3,261,F720,F1119,1.00,9,9
3589,sp|Q5CZ79|AN20B_HUMAN,sp|A2A2Z9|AN18B_HUMAN,3,261,F720,F1119,1.00,9,-1
3590,sp|A7E2S9|A30BL_HUMAN,sp|A2A2Z9|AN18B_HUMAN,28,200,F1126,F1119,1.00,9,2
3591,sp|Q8NF67|A2012_HUMAN,sp|A2A2Z9|AN18B_HUMAN,707,867,F1528,F1119,1.00,9,-1
3592,sp|O15090|ZN536_HUMAN,sp|Q9C0K0|BC11B_HUMAN,429,484,F2018,F2034,1.00,14,19
3593,sp|Q6ZR52|ZN493_HUMAN,sp|Q9C0K0|BC11B_HUMAN,792,872,F345,F2034,1.00,14,19
3594,sp|A6NI73|LIRA5_HUMAN,sp|Q8N423|LIRB2_HUMAN,1,226,F4091,F990,0.00,19,19
3595,sp|Q8NHJ6|LIRB4_HUMAN,sp|Q8N423|LIRB2_HUMAN,224,598,F2832,F990,0.00,19,19
3596,sp|A6NI73|LIRA5_HUMAN,sp|O75022|LIRB3_HUMAN,1,222,F4091,F990,1.00,19,19
3597,sp|Q8NHJ6|LIRB4_HUMAN,sp|O75022|LIRB3_HUMAN,224,631,F2832,F990,1.00,19,19
3598,sp|A0PJZ0|A20A5_HUMAN,sp|Q5TYW2|A20A1_HUMAN,1,164,F717,F720,1.00,9,-1
3599,sp|Q9H560|ANR19_HUMAN,sp|Q5TYW2|A20A1_HUMAN,2,260,F713,F720,1.00,9,-1
3600,sp|Q8IVF6|AN18A_HUMAN,sp|Q5TYW2|A20A1_HUMAN,2,260,F1119,F720,1.00,9,9
3601,sp|A2A2Z9|AN18B_HUMAN,sp|Q5TYW2|A20A1_HUMAN,2,260,F1119,F720,1.00,9,9
3602,sp|A7E2S9|A30BL_HUMAN,sp|Q5TYW2|A20A1_HUMAN,21,199,F1126,F720,1.00,9,2
3603,sp|A6NC57|ANR62_HUMAN,sp|Q5TYW2|A20A1_HUMAN,22,255,F1117,F720,1.00,9,18
3604,sp|Q8N2N9|AN36B_HUMAN,sp|Q5TYW2|A20A1_HUMAN,27,257,F723,F720,1.00,9,2
3605,sp|Q8NF67|A2012_HUMAN,sp|Q5TYW2|A20A1_HUMAN,709,812,F1528,F720,1.00,9,-1
3606,sp|Q15697|ZN174_HUMAN,sp|Q9Y2L8|ZKSC5_HUMAN,10,142,F2123,F1427,1.00,7,16
3607,sp|Q6R2W3|SCND3_HUMAN,sp|Q9Y2L8|ZKSC5_HUMAN,20,139,F1929,F1427,1.00,7,6
3608,sp|Q9GZW5|SCND2_HUMAN,sp|Q9Y2L8|ZKSC5_HUMAN,23,167,F3559,F1427,1.00,7,-1
3609,sp|P57086|SCND1_HUMAN,sp|Q9Y2L8|ZKSC5_HUMAN,47,104,F3560,F1427,1.00,7,20
3610,sp|Q96GC6|ZN274_HUMAN,sp|Q9Y2L8|ZKSC5_HUMAN,538,659,F1966,F1427,1.00,7,19
3611,sp|P10266|POK10_HUMAN,sp|P61566|ENK24_HUMAN,1,143,F3565,F3340,0.00,-1,-1
3612,sp|Q9UQG0|POK11_HUMAN,sp|P61566|ENK24_HUMAN,1,98,F3565,F3340,0.00,-1,-1
3613,sp|Q9NX77|ENK13_HUMAN,sp|P61566|ENK24_HUMAN,110,531,F500,F3340,0.00,-1,-1
3614,sp|P10266|POK10_HUMAN,sp|O42043|ENK18_HUMAN,1,143,F3565,F3340,0.00,-1,-1
3615,sp|Q9UQG0|POK11_HUMAN,sp|O42043|ENK18_HUMAN,1,98,F3565,F3340,0.00,-1,-1
3616,sp|Q9NX77|ENK13_HUMAN,sp|O42043|ENK18_HUMAN,116,546,F500,F3340,0.00,-1,-1
3617,sp|Q6ZQV5|ZN788_HUMAN,sp|Q8IZC7|ZN101_HUMAN,2,53,F3229,F349,1.00,19,-1
3618,sp|Q6ZTB9|ZN833_HUMAN,sp|Q8IZC7|ZN101_HUMAN,161,340,F1997,F349,1.00,19,-1
3619,sp|A0A0K0K1D8|TVB61_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,114,F748,F746,1.00,-1,7
3620,sp|A0A0J9YXY3|TVB62_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,113,F748,F746,1.00,-1,7
3621,sp|P0DPF7|TVB63_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,113,F748,F746,1.00,-1,-1
3622,sp|A0A0K0K1G8|TVBJ2_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,114,F748,F746,1.00,-1,7
3623,sp|A0A0K0K1G6|TVBJ3_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,114,F748,F746,1.00,-1,7
3624,sp|A0A0K0K1A3|TVBJ1_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,114,F748,F746,1.00,-1,7
3625,sp|A0A075B6N4|TVBY1_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,114,F748,F746,1.00,-1,7
3626,sp|A0A0K0K1A5|TVB65_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,113,F748,F746,1.00,-1,7
3627,sp|A0A0J9YX75|TVB69_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,113,F748,F746,1.00,-1,-1
3628,sp|A0A1B0GX49|TVB64_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,114,F748,F746,1.00,-1,7
3629,sp|A0A0A6YYG2|TVB66_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,113,F748,F746,1.00,-1,7
3630,sp|A0A0K0K1C4|TVB27_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,113,F748,F746,1.00,-1,7
3631,sp|A0A5B6|TVB28_HUMAN,sp|P0DTU4|TRBR2_HUMAN,1,113,F748,F746,1.00,-1,7
3632,sp|A0A075B6N3|TVBX1_HUMAN,sp|P0DTU4|TRBR2_HUMAN,5,114,F748,F746,1.00,-1,7
3633,sp|A0A5B9|TRBC2_HUMAN,sp|P0DTU4|TRBR2_HUMAN,138,315,F2472,F746,1.00,-1,-1
3634,sp|P01850|TRBC1_HUMAN,sp|P0DTU4|TRBR2_HUMAN,138,312,F2472,F746,1.00,-1,-1
3635,sp|Q9UBX0|HESX1_HUMAN,sp|Q9UBX2|DUX4_HUMAN,18,79,F2427,F2426,1.00,4,3
3636,sp|O75360|PROP1_HUMAN,sp|Q9UBX2|DUX4_HUMAN,87,148,F2392,F2426,1.00,4,5
3637,sp|Q9UBX0|HESX1_HUMAN,sp|P0CJ86|DU4L3_HUMAN,18,79,F2427,F2426,1.00,-1,3
3638,sp|O75360|PROP1_HUMAN,sp|P0CJ86|DU4L3_HUMAN,87,148,F2392,F2426,1.00,-1,5
3639,sp|Q99666|RGPD5_HUMAN,sp|P49792|RBP2_HUMAN,1,900,F2236,F2825,1.00,2,2
3640,sp|O14715|RGPD8_HUMAN,sp|P49792|RBP2_HUMAN,1,900,F2236,F2825,1.00,2,2
3641,sp|P0DJD1|RGPD2_HUMAN,sp|P49792|RBP2_HUMAN,1,900,F2236,F2825,1.00,2,2
3642,sp|P0DJD0|RGPD1_HUMAN,sp|P49792|RBP2_HUMAN,27,900,F2236,F2825,1.00,2,2
3643,sp|Q7Z3J3|RGPD4_HUMAN,sp|P49792|RBP2_HUMAN,1,900,F2236,F2825,1.00,2,2
3644,sp|A6NKT7|RGPD3_HUMAN,sp|P49792|RBP2_HUMAN,1,900,F2236,F2825,1.00,2,2
3645,sp|P43487|RANG_HUMAN,sp|P49792|RBP2_HUMAN,1170,1325,F4226,F2825,1.00,2,22
3646,sp|Q08752|PPID_HUMAN,sp|P49792|RBP2_HUMAN,3051,3224,F2824,F2825,1.00,2,4
3647,sp|Q5JUW0|KRBX4_HUMAN,sp|Q9UK12|ZN222_HUMAN,1,48,F3503,F347,1.00,19,x
3648,sp|Q8N3J9|ZN664_HUMAN,sp|Q9UK12|ZN222_HUMAN,122,369,F1987,F347,1.00,19,12
3649,sp|P17028|ZNF24_HUMAN,sp|Q9UK12|ZN222_HUMAN,140,255,F342,F347,1.00,19,18
3650,sp|Q96N95|ZN396_HUMAN,sp|Q9UK12|ZN222_HUMAN,140,227,F342,F347,1.00,19,18
3651,sp|Q9H963|ZN702_HUMAN,sp|Q9UK12|ZN222_HUMAN,142,266,F1954,F347,1.00,19,-1
3652,sp|Q6ZT77|ZN826_HUMAN,sp|Q9UK12|ZN222_HUMAN,180,257,F2062,F347,1.00,19,-1
3653,sp|Q15929|ZNF56_HUMAN,sp|Q9UK12|ZN222_HUMAN,234,350,F2029,F347,1.00,19,-1
3654,sp|Q92670|ZN75C_HUMAN,sp|Q9UK12|ZN222_HUMAN,247,391,F2015,F347,1.00,19,-1
3655,sp|P10266|POK10_HUMAN,sp|P63135|POK7_HUMAN,1,1014,F3565,F3716,0.00,-1,-1
3656,sp|Q9UQG0|POK11_HUMAN,sp|P63135|POK7_HUMAN,1,969,F3565,F3716,0.00,-1,-1
3657,sp|P63132|PO113_HUMAN,sp|P63135|POK7_HUMAN,1,875,F3565,F3716,0.00,-1,-1
3658,sp|Q9BXR3|POK6_HUMAN,sp|P63135|POK7_HUMAN,1,874,F3565,F3716,0.00,-1,-1
3659,sp|P63133|POK8_HUMAN,sp|P63135|POK7_HUMAN,1,875,F3565,F3716,0.00,-1,-1
3660,sp|P63136|POK25_HUMAN,sp|P63135|POK7_HUMAN,1,875,F3565,F3716,0.00,-1,-1
3661,sp|Q9WJR5|POK19_HUMAN,sp|P63135|POK7_HUMAN,1,875,F3565,F3716,0.00,-1,-1
3662,sp|Q9QC07|POK18_HUMAN,sp|P63135|POK7_HUMAN,1,813,F3565,F3716,0.00,-1,-1
3663,sp|P63128|POK9_HUMAN,sp|P63135|POK7_HUMAN,12,184,F3304,F3716,0.00,-1,-1
3664,sp|P61566|ENK24_HUMAN,sp|P63135|POK7_HUMAN,872,1459,F3340,F3716,0.00,-1,-1
3665,sp|P61570|ENK25_HUMAN,sp|P63135|POK7_HUMAN,872,1421,F3340,F3716,0.00,-1,-1
3666,sp|P61567|ENK7_HUMAN,sp|P63135|POK7_HUMAN,872,1459,F3340,F3716,0.00,-1,-1
3667,sp|O42043|ENK18_HUMAN,sp|P63135|POK7_HUMAN,872,1426,F3340,F3716,0.00,-1,-1
3668,sp|H3BQL2|GOG8T_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,376,F935,F2322,1.00,15,15
3669,sp|A6NC78|GOG8I_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,376,F935,F2322,1.00,15,-1
3670,sp|H3BV12|GOG8Q_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,369,F935,F2322,1.00,15,15
3671,sp|F8WBI6|GOG8N_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,369,F935,F2322,1.00,15,15
3672,sp|P0CJ92|GOG8H_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,376,F935,F2322,1.00,15,15
3673,sp|I6L899|GOG8R_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,369,F935,F2322,1.00,15,15
3674,sp|A6NCC3|GOG8O_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,369,F935,F2322,1.00,15,15
3675,sp|H3BPF8|GOG8S_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,350,F935,F2322,1.00,15,15
3676,sp|A6NMD2|GOG8J_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,376,F935,F2322,1.00,15,15
3677,sp|D6RF30|GOG8K_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,376,F935,F2322,1.00,15,15
3678,sp|H3BSY2|GOG8M_HUMAN,sp|A6NDK9|GOG6C_HUMAN,13,376,F935,F2322,1.00,15,15
